level	let_mev_cm2_mg	sigma_cm2_per_active_read_bit	sigma_ci95_low	sigma_ci95_high	failed_joint_samples	joint_samples	model
low	2.697908442984415	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	2.9664091919840407	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	3.2616316232560276	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	3.5862351271600956	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	3.943143761415333	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	4.3355725912766045	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	4.767056651133094	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	5.241482788417792	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	5.763124676680697	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	6.336681313226615	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	6.967319348107885	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	7.66071962577526	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	8.423128358638493	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	9.261413393512631	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	10.183126077803173	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	11.196569282726479	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	12.31087219632451	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	13.53607256001634	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	14.883207089480676	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	16.364410894388737	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	17.993026792569662	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	19.783725503320237	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	21.752637802570973	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	23.917499830374645	0.0	0.0	2.2649623917122138e-11	0	128	ngspice_Qcrit_plus_RPP_charge_collection
low	26.297812859659718	3.125e-12	5.52708384667501e-13	2.7993015158749602e-11	1	128	ngspice_Qcrit_plus_RPP_charge_collection
low	28.915018965460593	6.25e-12	1.7224276692343749e-12	3.27193955004777e-11	2	128	ngspice_Qcrit_plus_RPP_charge_collection
low	31.79269417706873	1.25e-11	4.914240279323604e-12	4.131978214297839e-11	4	128	ngspice_Qcrit_plus_RPP_charge_collection
low	34.95676085303643	2.1875000000000002e-11	1.0800226688833596e-11	5.3122094612353316e-11	7	128	ngspice_Qcrit_plus_RPP_charge_collection
low	38.43572119212726	4.3750000000000004e-11	2.5099544023034806e-11	8.009547466221686e-11	14	128	ngspice_Qcrit_plus_RPP_charge_collection
low	42.26091398369991	6.25e-11	3.890917233669005e-11	1.0166244410633143e-10	20	128	ngspice_Qcrit_plus_RPP_charge_collection
low	46.466796910356955	8.437499999999999e-11	5.5491044862227094e-11	1.2635326896485912e-10	27	128	ngspice_Qcrit_plus_RPP_charge_collection
low	51.09125694586618	1.21875e-10	8.434350401129546e-11	1.682540053313304e-10	39	128	ngspice_Qcrit_plus_RPP_charge_collection
low	56.175951644446236	1.4687500000000002e-10	1.0616784177059919e-10	1.935984645823864e-10	47	128	ngspice_Qcrit_plus_RPP_charge_collection
low	61.76668439578286	1.8750000000000002e-10	1.4213670041409573e-10	2.342789010807244e-10	60	128	ngspice_Qcrit_plus_RPP_charge_collection
low	67.91381702610504	2.2812500000000003e-10	1.8035018654853507e-10	2.7271471008811963e-10	73	128	ngspice_Qcrit_plus_RPP_charge_collection
low	74.67272346207035	2.65625e-10	2.1685702981406191e-10	3.069610623381324e-10	85	128	ngspice_Qcrit_plus_RPP_charge_collection
low	82.10428854410439	2.8125e-10	2.329191955858283e-10	3.203793946978409e-10	90	128	ngspice_Qcrit_plus_RPP_charge_collection
low	90.27545648254898	3.0312500000000003e-10	2.561686846296181e-10	3.3840260303811584e-10	97	128	ngspice_Qcrit_plus_RPP_charge_collection
low	99.25983389716369	3.25e-10	2.802783085416508e-10	3.555656765101479e-10	104	128	ngspice_Qcrit_plus_RPP_charge_collection
low	109.13835287221285	3.375e-10	2.9516867288745714e-10	3.642597106695214e-10	108	128	ngspice_Qcrit_plus_RPP_charge_collection
low	120.0	3.5000000000000003e-10	3.117398485448318e-10	3.7127293351732667e-10	112	128	ngspice_Qcrit_plus_RPP_charge_collection
