pvt_corner,tid_corner,desired_bit,node,strike_time_ns,strike_source,strike_sink,adverse_polarity,status,qcrit_fc,lower_no_fail_fc,upper_fail_fc,iterations
nominal,central,1,qb,1.74,0,qb,low_node_charge_injection,bracketed,2.3656250000000005,2.3625000000000007,2.3687500000000004,11
nominal,conservative,1,bl,1.6,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,conservative,1,bl,1.69,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,conservative,1,bl,1.74,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,conservative,1,blb,1.6,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,conservative,1,blb,1.69,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,conservative,1,blb,1.74,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,conservative,1,q,1.6,q,0,high_charge_removal,bracketed,12.421875,12.418750000000001,12.425,15
nominal,conservative,1,q,1.69,q,0,high_charge_removal,bracketed,1.378125,1.375,1.38125,9
nominal,conservative,1,q,1.74,q,0,high_charge_removal,bracketed,1.4281250000000003,1.4250000000000003,1.4312500000000004,9
nominal,conservative,1,qb,1.6,0,qb,low_node_charge_injection,bracketed,3.871875,3.86875,3.875,13
nominal,conservative,1,qb,1.69,0,qb,low_node_charge_injection,bracketed,2.684375,2.6812500000000004,2.6875,11
nominal,conservative,1,qb,1.74,0,qb,low_node_charge_injection,bracketed,2.3656250000000005,2.3625000000000007,2.3687500000000004,11
nominal,stress_not_a_fit,1,bl,1.6,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,bl,1.69,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,bl,1.74,bl,0,high_charge_removal,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,blb,1.6,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,blb,1.69,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,blb,1.74,0,blb,low_node_charge_injection,not_bracketed,,12.8,,7
nominal,stress_not_a_fit,1,q,1.6,q,0,high_charge_removal,bracketed,12.771875000000001,12.76875,12.775,15
nominal,stress_not_a_fit,1,q,1.69,q,0,high_charge_removal,bracketed,1.371875,1.36875,1.375,9
nominal,stress_not_a_fit,1,q,1.74,q,0,high_charge_removal,bracketed,1.4156250000000001,1.4125,1.4187500000000002,9
nominal,stress_not_a_fit,1,qb,1.6,0,qb,low_node_charge_injection,bracketed,3.934375,3.93125,3.9375,13
nominal,stress_not_a_fit,1,qb,1.69,0,qb,low_node_charge_injection,bracketed,2.684375,2.6812500000000004,2.6875,11
nominal,stress_not_a_fit,1,qb,1.74,0,qb,low_node_charge_injection,bracketed,2.3656250000000005,2.3625000000000007,2.3687500000000004,11
