let_mev_cm2_mg,differential_flux_cm2_s_per_mev_cm2_mg,aps28_global_well_sram_sigma_cm2_per_bit,kintex7_blockram_sigma_cm2_per_bit,kintex7_configuration_sram_sigma_cm2_per_bit,pointwise_low_sigma_cm2_per_bit,pointwise_median_sigma_cm2_per_bit,pointwise_high_sigma_cm2_per_bit
0.023306999999999998,79.28178051034149,0.0,0.0,0.0,0.0,0.0,0.0
0.023568000000000002,79.26823229240365,0.0,0.0,0.0,0.0,0.0,0.0
0.023832,79.26823229240365,0.0,0.0,0.0,0.0,0.0,0.0
0.024099,79.26823229240365,0.0,0.0,0.0,0.0,0.0,0.0
0.024369,60.70717371754158,0.0,0.0,0.0,0.0,0.0,0.0
0.024642,59.34199152180355,0.0,0.0,0.0,0.0,0.0,0.0
0.024918,59.34199152180355,0.0,0.0,0.0,0.0,0.0,0.0
0.025197,59.3411945678072,0.0,0.0,0.0,0.0,0.0,0.0
0.025478999999999998,59.343585429796235,0.0,0.0,0.0,0.0,0.0,0.0
0.025765,59.462331575251554,0.0,0.0,0.0,0.0,0.0,0.0
0.026053,59.46073766725887,0.0,0.0,0.0,0.0,0.0,0.0
0.026345,59.42328082943068,0.0,0.0,0.0,0.0,0.0,0.0
0.02664,59.52529094096276,0.0,0.0,0.0,0.0,0.0,0.0
0.026939,49.27008691600248,0.0,0.0,0.0,0.0,0.0,0.0
0.027239999999999997,45.91012886741431,0.0,0.0,0.0,0.0,0.0,0.0
0.027545,45.905347143436245,0.0,0.0,0.0,0.0,0.0,0.0
0.027854,45.90136237345452,0.0,0.0,0.0,0.0,0.0,0.0
0.028166,45.89498674148377,0.0,0.0,0.0,0.0,0.0,0.0
0.028481000000000003,45.89498674148377,0.0,0.0,0.0,0.0,0.0,0.0
0.0288,45.89498674148377,0.0,0.0,0.0,0.0,0.0,0.0
0.029123,45.89498674148377,0.0,0.0,0.0,0.0,0.0,0.0
0.029449000000000003,45.89418978748742,0.0,0.0,0.0,0.0,0.0,0.0
0.029779,45.89179892549839,0.0,0.0,0.0,0.0,0.0,0.0
0.030113,35.17117376667294,0.0,0.0,0.0,0.0,0.0,0.0
0.030449999999999998,30.276282321125382,0.0,0.0,0.0,0.0,0.0,0.0
0.030791,30.27468841313269,0.0,0.0,0.0,0.0,0.0,0.0
0.031136,30.27468841313269,0.0,0.0,0.0,0.0,0.0,0.0
0.031485,30.27468841313269,0.0,0.0,0.0,0.0,0.0,0.0
0.031837,30.27468841313269,0.0,0.0,0.0,0.0,0.0,0.0
0.032194,30.088998131984432,0.0,0.0,0.0,0.0,0.0,0.0
0.032554,28.897551907449493,0.0,0.0,0.0,0.0,0.0,0.0
0.032919,28.897551907449493,0.0,0.0,0.0,0.0,0.0,0.0
0.033288,28.895957999456805,0.0,0.0,0.0,0.0,0.0,0.0
0.033661,28.89516104546046,0.0,0.0,0.0,0.0,0.0,0.0
0.034038,28.89516104546046,0.0,0.0,0.0,0.0,0.0,0.0
0.034419,28.638541858637552,0.0,0.0,0.0,0.0,0.0,0.0
0.034804,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.035194,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.035588,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.035987000000000005,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.03639,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.036798000000000004,19.471180038687425,0.0,0.0,0.0,0.0,0.0,0.0
0.03721,19.471976992683768,0.0,0.0,0.0,0.0,0.0,0.0
0.037626,19.416987166936,0.0,0.0,0.0,0.0,0.0,0.0
0.038048,18.387322603658983,0.0,0.0,0.0,0.0,0.0,0.0
0.038473999999999994,18.386525649662637,0.0,0.0,0.0,0.0,0.0,0.0
0.038905,18.386525649662637,0.0,0.0,0.0,0.0,0.0,0.0
0.039341,18.384134787673606,0.0,0.0,0.0,0.0,0.0,0.0
0.039781,18.37616524771016,0.0,0.0,0.0,0.0,0.0,0.0
0.040227,18.566637252836482,0.0,0.0,0.0,0.0,0.0,0.0
0.040678,18.58417024075606,0.0,0.0,0.0,0.0,0.0,0.0
0.041133,14.437618597775925,0.0,0.0,0.0,0.0,0.0,0.0
0.041594,13.058091230103694,0.0,0.0,0.0,0.0,0.0,0.0
0.04206,12.79190859532465,0.0,0.0,0.0,0.0,0.0,0.0
0.042531,12.775172561401416,0.0,0.0,0.0,0.0,0.0,0.0
0.043007,12.773578653408727,0.0,0.0,0.0,0.0,0.0,0.0
0.043489,12.77198474541604,0.0,0.0,0.0,0.0,0.0,0.0
0.043976,12.761624343463561,0.0,0.0,0.0,0.0,0.0,0.0
0.044469,12.760827389467217,0.0,0.0,0.0,0.0,0.0,0.0
0.044967,11.074472733202375,0.0,0.0,0.0,0.0,0.0,0.0
0.04547,9.549102784199112,0.0,0.0,0.0,0.0,0.0,0.0
0.04598,9.547508876206424,0.0,0.0,0.0,0.0,0.0,0.0
0.046494999999999995,9.542727152228357,0.0,0.0,0.0,0.0,0.0,0.0
0.047015,9.533960658268567,0.0,0.0,0.0,0.0,0.0,0.0
0.047542,9.528381980294157,0.0,0.0,0.0,0.0,0.0,0.0
0.048074,9.525194164308779,0.0,0.0,0.0,0.0,0.0,0.0
0.048612999999999996,9.525194164308779,0.0,0.0,0.0,0.0,0.0,0.0
0.049157,8.89400659920398,0.0,0.0,0.0,0.0,0.0,0.0
0.049707999999999995,7.090818487075044,0.0,0.0,0.0,0.0,0.0,0.0
0.050265,7.089543360680894,0.0,0.0,0.0,0.0,0.0,0.0
0.050828000000000005,7.089543360680894,0.0,0.0,0.0,0.0,0.0,0.0
0.051397,7.089543360680894,0.0,0.0,0.0,0.0,0.0,0.0
0.051973,7.089543360680894,0.0,0.0,0.0,0.0,0.0,0.0
0.052555,7.088826102084183,0.0,0.0,0.0,0.0,0.0,0.0
0.053143,7.08571798149844,0.0,0.0,0.0,0.0,0.0,0.0
0.053738999999999995,7.085239809100633,0.0,0.0,0.0,0.0,0.0,0.0
0.054340000000000006,7.08372559650758,0.0,0.0,0.0,0.0,0.0,0.0
0.054949,5.982893041357,0.0,0.0,0.0,0.0,0.0,0.0
0.055564999999999996,5.970380863614392,0.0,0.0,0.0,0.0,0.0,0.0
0.056187,5.970380863614392,0.0,0.0,0.0,0.0,0.0,0.0
0.056816000000000005,5.967033656829746,0.0,0.0,0.0,0.0,0.0,0.0
0.057453000000000004,5.966794570630842,0.0,0.0,0.0,0.0,0.0,0.0
0.058095999999999995,6.312991386642868,0.0,0.0,0.0,0.0,0.0,0.0
0.058747,4.425963714098497,0.0,0.0,0.0,0.0,0.0,0.0
0.059405,4.278128747776603,0.0,0.0,0.0,0.0,0.0,0.0
0.06007,4.746976783826039,0.0,0.0,0.0,0.0,0.0,0.0
0.060743000000000005,4.073789743113887,0.0,0.0,0.0,0.0,0.0,0.0
0.061423,4.038883158074001,0.0,0.0,0.0,0.0,0.0,0.0
0.062111,4.040078589068518,0.0,0.0,0.0,0.0,0.0,0.0
0.062807,4.035057778891548,0.0,0.0,0.0,0.0,0.0,0.0
0.06351,3.8853898183780613,0.0,0.0,0.0,0.0,0.0,0.0
0.06422199999999999,3.7467198230141285,0.0,0.0,0.0,0.0,0.0,0.0
0.064941,3.7471979954119354,0.0,0.0,0.0,0.0,0.0,0.0
0.06566899999999999,3.7472776908115693,0.0,0.0,0.0,0.0,0.0,0.0
0.06640399999999999,3.7419380990360613,0.0,0.0,0.0,0.0,0.0,0.0
0.067148,3.7350842946675,0.0,0.0,0.0,0.0,0.0,0.0
0.0679,3.7341279498718865,0.0,0.0,0.0,0.0,0.0,0.0
