let_mev_cm2_mg,differential_flux_cm2_s_per_mev_cm2_mg,aps28_global_well_sram_sigma_cm2_per_bit,kintex7_blockram_sigma_cm2_per_bit,kintex7_configuration_sram_sigma_cm2_per_bit,pointwise_low_sigma_cm2_per_bit,pointwise_median_sigma_cm2_per_bit,pointwise_high_sigma_cm2_per_bit
0.06866,3.072735828305633,0.0,0.0,0.0,0.0,0.0,0.0
0.069429,2.257053413047096,0.0,0.0,0.0,0.0,0.0,0.0
0.07020699999999999,2.257053413047096,0.0,0.0,0.0,0.0,0.0,0.0
0.070993,2.257053413047096,0.0,0.0,0.0,0.0,0.0,0.0
0.071789,2.2542640740598907,0.0,0.0,0.0,0.0,0.0,0.0
0.072593,2.2525107752679325,0.0,0.0,0.0,0.0,0.0,0.0
0.073406,2.252351384468664,0.0,0.0,0.0,0.0,0.0,0.0
0.07422799999999999,2.252351384468664,0.0,0.0,0.0,0.0,0.0,0.0
0.075059,2.2522716890690297,0.0,0.0,0.0,0.0,0.0,0.0
0.07590000000000001,2.2509965626748785,0.0,0.0,0.0,0.0,0.0,0.0
0.07675,2.1206945842725617,0.0,0.0,0.0,0.0,0.0,0.0
0.07761,2.0672189711178497,0.0,0.0,0.0,0.0,0.0,0.0
0.078479,2.063154505736493,0.0,0.0,0.0,0.0,0.0,0.0
0.079358,2.062995114937224,0.0,0.0,0.0,0.0,0.0,0.0
0.080247,2.147711324748639,0.0,0.0,0.0,0.0,0.0,0.0
0.081146,1.9852921002936414,0.0,0.0,0.0,0.0,0.0,0.0
0.082055,1.6184541757762942,0.0,0.0,0.0,0.0,0.0,0.0
0.082974,1.7026125177902673,0.0,0.0,0.0,0.0,0.0,0.0
0.083903,1.5734262749828332,0.0,0.0,0.0,0.0,0.0,0.0
0.084843,1.5672100338113466,0.0,0.0,0.0,0.0,0.0,0.0
0.08579300000000001,1.5660942982164643,0.0,0.0,0.0,0.0,0.0,0.0
0.08675400000000001,1.5633049592292587,0.0,0.0,0.0,0.0,0.0,0.0
0.087726,1.5586029306508267,0.0,0.0,0.0,0.0,0.0,0.0
0.088708,1.5051273174961146,0.0,0.0,0.0,0.0,0.0,0.0
0.089702,1.2092979940530575,0.0,0.0,0.0,0.0,0.0,0.0
0.09070600000000001,1.2093776894526918,0.0,0.0,0.0,0.0,0.0,0.0
0.091722,1.2091386032537885,0.0,0.0,0.0,0.0,0.0,0.0
0.09275,1.2070665228632929,0.0,0.0,0.0,0.0,0.0,0.0
0.093789,1.206907132064024,0.0,0.0,0.0,0.0,0.0,0.0
0.09483899999999999,1.206907132064024,0.0,0.0,0.0,0.0,0.0,0.0
0.095901,1.0311787758700743,0.0,0.0,0.0,0.0,0.0,0.0
0.09697499999999999,0.8050032317075216,0.0,0.0,0.0,0.0,0.0,0.0
0.098062,0.803648409913736,0.0,0.0,0.0,0.0,0.0,0.0
0.09916,0.8033296283151983,0.0,0.0,0.0,0.0,0.0,0.0
0.10027,0.8027717605177571,0.0,0.0,0.0,0.0,0.0,0.0
0.10139,0.8027717605177571,0.0,0.0,0.0,0.0,0.0,0.0
0.10253,0.8027717605177571,0.0,0.0,0.0,0.0,0.0,0.0
0.10368000000000001,0.8026920651181227,0.0,0.0,0.0,0.0,0.0,0.0
0.10484,1.0420970456199934,0.0,0.0,0.0,0.0,0.0,0.0
0.10601000000000001,1.0043214261932667,0.0,0.0,0.0,0.0,0.0,0.0
0.1072,0.9175331359913568,0.0,0.0,0.0,0.0,0.0,0.0
0.10840000000000001,1.1771807480003762,0.0,0.0,0.0,0.0,0.0,0.0
0.10962000000000001,0.7897495322174889,0.0,0.0,0.0,0.0,0.0,0.0
0.11084000000000001,0.772893955194804,0.0,0.0,0.0,0.0,0.0,0.0
0.11208,0.5936191537171216,0.0,0.0,0.0,0.0,0.0,0.0
0.11334000000000001,0.49826360805450903,0.0,0.0,0.0,0.0,0.0,0.0
0.11461,0.4858390952514992,0.0,0.0,0.0,0.0,0.0,0.0
0.11589,0.4855601613527786,0.0,0.0,0.0,0.0,0.0,0.0
0.11719,0.48573549123197435,0.0,0.0,0.0,0.0,0.0,0.0
0.1185,0.48589488203124326,0.0,0.0,0.0,0.0,0.0,0.0
0.11982999999999999,0.4845480297774212,0.0,0.0,0.0,0.0,0.0,0.0
0.12117,0.4657478850036557,0.0,0.0,0.0,0.0,0.0,0.0
0.12253,0.44366428976495126,0.0,0.0,0.0,0.0,0.0,0.0
0.12390000000000001,0.4435128685056458,0.0,0.0,0.0,0.0,0.0,0.0
0.12529,0.44032505252026805,0.0,0.0,0.0,0.0,0.0,0.0
0.12669,0.44029317436041426,0.0,0.0,0.0,0.0,0.0,0.0
0.12811,0.4397671847228269,0.0,0.0,0.0,0.0,0.0,0.0
0.12955,0.4388506876270308,0.0,0.0,0.0,0.0,0.0,0.0
0.131,0.3673081273751902,0.0,0.0,0.0,0.0,0.0,0.0
0.13247,0.33172413143841084,0.0,0.0,0.0,0.0,0.0,0.0
0.13394999999999999,0.3355256020009738,0.0,0.0,0.0,0.0,0.0,0.0
0.13545,0.3326007808343897,0.0,0.0,0.0,0.0,0.0,0.0
0.13697,0.33567702326027926,0.0,0.0,0.0,0.0,0.0,0.0
0.1385,0.3294049953090485,0.0,0.0,0.0,0.0,0.0,0.0
0.14005,0.3286717976324116,0.0,0.0,0.0,0.0,0.0,0.0
0.14162,0.3270221028599786,0.0,0.0,0.0,0.0,0.0,0.0
0.14321,0.2534393403774962,0.0,0.0,0.0,0.0,0.0,0.0
0.14481,0.25206060996382035,0.0,0.0,0.0,0.0,0.0,0.0
0.14643,0.25194903640433214,0.0,0.0,0.0,0.0,0.0,0.0
0.14806999999999998,0.2519410668643687,0.0,0.0,0.0,0.0,0.0,0.0
0.14973,0.25166213296564816,0.0,0.0,0.0,0.0,0.0,0.0
0.15141,0.25166213296564816,3.7009238465065547e-13,0.0,0.0,0.0,0.0,3.7009238465065547e-13
0.15311000000000002,0.2515107117063427,8.162163376701282e-13,0.0,0.0,0.0,0.0,8.162163376701282e-13
0.15481999999999999,0.2513513209070738,1.2648689199748932e-12,0.0,0.0,0.0,0.0,1.2648689199748932e-12
0.15655000000000002,0.2016612392349978,1.7186713229177864e-12,0.0,0.0,0.0,0.0,1.7186713229177864e-12
0.15831,0.1746285596789943,2.180242440542102e-12,0.0,0.0,0.0,0.0,2.180242440542102e-12
0.16008,0.17462059013903083,2.644333719911174e-12,0.0,0.0,0.0,0.0,2.644333719911174e-12
0.16187,0.17462059013903083,3.1135645530841584e-12,0.0,0.0,0.0,0.0,3.1135645530841584e-12
0.16369,0.19448068372793434,3.5905519577738246e-12,0.0,0.0,0.0,0.0,3.5905519577738246e-12
0.16552,0.19916677322643966,4.070050774245526e-12,0.0,0.0,0.0,0.0,4.070050774245526e-12
0.16737,0.18336317547892939,4.554678537759072e-12,0.0,0.0,0.0,0.0,4.554678537759072e-12
0.16925,0.20915260680063552,5.047050332350978e-12,0.0,0.0,0.0,0.0,5.047050332350978e-12
0.17114,0.16983886616096416,5.541924507396168e-12,0.0,0.0,0.0,0.0,5.541924507396168e-12
0.17306,0.16823698862831185,6.0445341299471324e-12,0.0,0.0,0.0,0.0,6.0445341299471324e-12
0.175,0.1331231955493757,6.552256766562903e-12,0.0,0.0,0.0,0.0,6.552256766562903e-12
0.17696,0.10968477851688564,7.065088639185513e-12,0.0,0.0,0.0,0.0,7.065088639185513e-12
0.17894,0.10837777396288076,7.583025932363275e-12,0.0,0.0,0.0,0.0,7.583025932363275e-12
0.18095,0.10808290098423332,8.108679659083074e-12,0.0,0.0,0.0,0.0,8.108679659083074e-12
0.18297,0.1079713274247451,8.63681553750858e-12,0.0,0.0,0.0,0.0,8.63681553750858e-12
0.18502000000000002,0.10799523604463543,9.172658695690262e-12,0.0,0.0,0.0,0.0,9.172658695690262e-12
0.18709,0.10793944926489131,9.713590284210529e-12,0.0,0.0,0.0,0.0,9.713590284210529e-12
0.18919,0.10716640388843722,1.0262218456163176e-11,0.0,0.0,0.0,0.0,1.0262218456163176e-11
0.19131,0.10699904354920486,1.0815925598835386e-11,0.0,0.0,0.0,0.0,1.0815925598835386e-11
0.19344999999999998,0.10698310446927797,1.137470759831325e-11,0.0,0.0,0.0,0.0,1.137470759831325e-11
0.19562000000000002,0.10664041425084987,1.1941170378889355e-11,0.0,0.0,0.0,0.0,1.1941170378889355e-11
0.19781,0.10817056592383122,1.2512698252051347e-11,0.0,0.0,0.0,0.0,1.2512698252051347e-11
0.20003,0.11268132554314074,1.3091895610936112e-11,0.0,0.0,0.0,0.0,1.3091895610936112e-11
0.20227,0.10919863657911554,1.3676148081002094e-11,0.0,0.0,0.0,0.0,1.3676148081002094e-11
0.20453,0.11294432036193441,1.4265451326166735e-11,0.0,0.0,0.0,0.0,1.4265451326166735e-11
0.20682,0.10665635333077676,1.486240739731063e-11,0.0,0.0,0.0,0.0,1.486240739731063e-11
0.20914,0.1063933585119831,1.5467009627604922e-11,0.0,0.0,0.0,0.0,1.5467009627604922e-11
0.21148,0.10628178495249488,1.607664636356967e-11,0.0,0.0,0.0,0.0,1.607664636356967e-11
0.21384999999999998,0.06007518919844043,1.6693917219324508e-11,0.0,0.0,0.0,0.0,1.6693917219324508e-11
0.21624000000000002,0.054651120299320156,1.7316211951651095e-11,0.0,0.0,0.0,0.0,1.7316211951651095e-11
0.21866999999999998,0.05457700357766012,1.7948731083564297e-11,0.0,0.0,0.0,0.0,1.7948731083564297e-11
0.22112,0.05435226255069099,1.858626165781817e-11,0.0,0.0,0.0,0.0,1.858626165781817e-11
0.22359,0.05425104939315525,1.9228798952732107e-11,0.0,0.0,0.0,0.0,1.9228798952732107e-11
0.2261,0.05423192249724298,1.988153851318746e-11,0.0,0.0,0.0,0.0,1.988153851318746e-11
0.22863,0.054112379397791316,2.053927196704848e-11,0.0,0.0,0.0,0.0,2.053927196704848e-11
0.23119,0.05391871957667961,2.1204592942985504e-11,0.0,0.0,0.0,0.0,2.1204592942985504e-11
0.23378,0.05382388205111463,2.1877494024280156e-11,0.0,0.0,0.0,0.0,2.1877494024280156e-11
0.2364,0.08218986564300237,2.2557967711338757e-11,0.0,0.0,0.0,0.0,2.2557967711338757e-11
0.23905,0.07609954320293814,2.3246006421831748e-11,0.0,0.0,0.0,0.0,2.3246006421831748e-11
0.24172,0.06848703862985603,2.3939007416214765e-11,0.0,0.0,0.0,0.0,2.3939007416214765e-11
0.24443,0.09255026759548013,2.4642153975280258e-11,0.0,0.0,0.0,0.0,2.4642153975280258e-11
0.24717,0.0579082712823799,2.5352842325216298e-11,0.0,0.0,0.0,0.0,2.5352842325216298e-11
0.24994,0.05616134812239287,2.6071064554162185e-11,0.0,0.0,0.0,0.0,2.6071064554162185e-11
0.25274,0.056186053696279555,2.679681266823966e-11,0.0,0.0,0.0,0.0,2.679681266823966e-11
0.25557,0.0315569873932509,2.7530078591701415e-11,0.0,0.0,0.0,0.0,2.7530078591701415e-11
0.25843,0.027044633865948662,2.8270854167081018e-11,0.0,0.0,0.0,0.0,2.8270854167081018e-11
0.26132,0.02703905518797425,2.9019131155344683e-11,0.0,0.0,0.0,0.0,2.9019131155344683e-11
0.26425,0.027055791221897486,2.977748901579859e-11,0.0,0.0,0.0,0.0,2.977748901579859e-11
0.26721,0.02702949174001812,3.05433296556076e-11,0.0,0.0,0.0,0.0,3.05433296556076e-11
0.2702,0.026738603531352396,3.1316644563923225e-11,0.0,0.0,0.0,0.0,3.1316644563923225e-11
0.27323000000000003,0.02634809607314362,3.2100010025595686e-11,0.0,0.0,0.0,0.0,3.2100010025595686e-11
0.27629000000000004,0.027613659019338595,3.2890830517700024e-11,0.0,0.0,0.0,0.0,3.2890830517700024e-11
0.27938,0.031156916487085986,3.3689097259223726e-11,0.0,0.0,0.0,0.0,3.3689097259223726e-11
0.28251,0.0285229835291676,3.449738326865969e-11,0.0,0.0,0.0,0.0,3.449738326865969e-11
0.28568,0.031923586231569344,3.531567654547705e-11,0.0,0.0,0.0,0.0,3.531567654547705e-11
0.28887999999999997,0.02659196399602502,3.614138512213401e-11,0.0,0.0,0.0,0.0,3.614138512213401e-11
0.29211000000000004,0.026269994581501865,3.697449984153961e-11,0.0,0.0,0.0,0.0,3.697449984153961e-11
0.29539,0.026010187578693576,3.782016692300655e-11,0.0,0.0,0.0,0.0,3.782016692300655e-11
0.29869,0.02596555815489829,3.867064068187839e-11,0.0,0.0,0.0,0.0,3.867064068187839e-11
0.30204000000000003,0.025815730803585533,3.953364164765504e-11,0.0,0.0,0.0,0.0,3.953364164765504e-11
0.30542,0.025778273965757343,4.040400480689446e-11,0.0,0.0,0.0,0.0,4.040400480689446e-11
0.30883999999999995,0.025699375520119246,4.128429391963498e-11,0.0,0.0,0.0,0.0,4.128429391963498e-11
0.3123,0.025697781612126557,4.217449594245102e-11,0.0,0.0,0.0,0.0,4.217449594245102e-11
0.3158,0.025654746096323955,4.3074597688862085e-11,0.0,0.0,0.0,0.0,4.3074597688862085e-11
0.31933999999999996,0.025379796967585123,4.3984585829660064e-11,0.0,0.0,0.0,0.0,4.3984585829660064e-11
0.32291000000000003,0.025355091393698445,4.490187802219065e-11,0.0,0.0,0.0,0.0,4.490187802219065e-11
0.32653,0.023767559032980314,4.583159955702449e-11,0.0,0.0,0.0,0.0,4.583159955702449e-11
0.33019,0.009042240042524047,4.6771166657864766e-11,0.0,0.0,0.0,0.0,4.6771166657864766e-11
0.33388999999999996,0.022402376837242284,4.772056542789645e-11,0.0,0.0,0.0,0.0,4.772056542789645e-11
0.33763,0.02104914895144942,4.867978182925487e-11,0.0,0.0,0.0,0.0,4.867978182925487e-11
0.34141000000000005,0.017218191091021684,4.9648801683371706e-11,0.0,0.0,0.0,0.0,4.9648801683371706e-11
0.34523000000000004,0.03010174939592595,5.062761067132401e-11,0.0,0.0,0.0,0.0,5.062761067132401e-11
0.3491,0.011317543702087431,5.161875481234436e-11,0.0,0.0,0.0,0.0,5.161875481234436e-11
0.35301,0.010271940058883522,5.2619656530648044e-11,0.0,0.0,0.0,0.0,5.2619656530648044e-11
0.35696,0.010169929947351433,5.363030105183785e-11,0.0,0.0,0.0,0.0,5.363030105183785e-11
0.36096,0.010147615235453789,5.465323014772698e-11,0.0,0.0,0.0,0.0,5.465323014772698e-11
0.365,0.009608874333924945,5.568586950311927e-11,0.0,0.0,0.0,0.0,5.568586950311927e-11
0.36909,0.009566635772118689,5.6730757979959817e-11,0.0,0.0,0.0,0.0,5.6730757979959817e-11
0.37323,0.009533960658268567,5.7787876259758504e-11,0.0,0.0,0.0,0.0,5.7787876259758504e-11
0.37741,0.009513239854363613,5.885465337462181e-11,0.0,0.0,0.0,0.0,5.885465337462181e-11
0.38162999999999997,0.009490925142465969,5.993107361416827e-11,0.0,0.0,0.0,0.0,5.993107361416827e-11
0.38591000000000003,0.009977864034232424,6.102221858247968e-11,0.0,0.0,0.0,0.0,6.102221858247968e-11
0.39023,0.009549899738195457,6.212296935498839e-11,0.0,0.0,0.0,0.0,6.212296935498839e-11
0.3946,0.009956346276331123,6.323585569822284e-11,0.0,0.0,0.0,0.0,6.323585569822284e-11
0.39902,0.009084478604330303,6.436085707770073e-11,0.0,0.0,0.0,0.0,6.436085707770073e-11
0.40349,0.009056585214458247,6.549795274312357e-11,0.0,0.0,0.0,0.0,6.549795274312357e-11
0.40801,0.009031082686575225,6.66471217290147e-11,0.0,0.0,0.0,0.0,6.66471217290147e-11
0.41258,0.008983265446794559,6.780834285536489e-11,0.0,0.0,0.0,0.0,6.780834285536489e-11
0.4172,0.00887966142726978,6.898159472828033e-11,0.0,0.0,0.0,0.0,6.898159472828033e-11
0.42187,0.008854955853383103,7.016685574064169e-11,0.0,0.0,0.0,0.0,7.016685574064169e-11
0.42660000000000003,0.008826265509514703,7.136663986605169e-11,0.0,0.0,0.0,0.0,7.136663986605169e-11
0.43138,0.008814311199569536,7.257838625344832e-11,0.0,0.0,0.0,0.0,7.257838625344832e-11
0.43621,0.010898345900010254,7.38020726152564e-11,0.0,0.0,0.0,0.0,7.38020726152564e-11
0.44109,0.010581955163461509,7.503767645347662e-11,0.0,0.0,0.0,0.0,7.503767645347662e-11
0.44603,0.00998264575821049,7.628770470232447e-11,0.0,0.0,0.0,0.0,7.628770470232447e-11
0.45103,0.011858675465605307,7.755212971291002e-11,0.0,0.0,0.0,0.0,7.755212971291002e-11
0.45608,0.008948199470955404,7.882839706676494e-11,0.0,0.0,0.0,0.0,7.882839706676494e-11
0.46119,0.008797575165646302,8.011900819532835e-11,0.0,0.0,0.0,0.0,8.011900819532835e-11
0.46636,0.00877765131573769,8.142393458652636e-11,0.0,0.0,0.0,0.0,8.142393458652636e-11
0.47158,0.00877765131573769,8.27406258519675e-11,0.0,0.0,0.0,0.0,8.27406258519675e-11
0.47686,0.00868600160615808,8.407157777645642e-11,0.0,0.0,0.0,0.0,8.407157777645642e-11
0.48219999999999996,0.00867723511219829,8.541676099344586e-11,0.0,0.0,0.0,0.0,8.541676099344586e-11
0.48760000000000003,0.008670062526231193,8.67761458357767e-11,0.0,0.0,0.0,0.0,8.67761458357767e-11
0.49306,0.008844595451430624,8.814970233677032e-11,0.0,0.0,0.0,0.0,8.814970233677032e-11
0.49859,0.0008164793692548815,8.953991330800652e-11,0.0,0.0,0.0,0.0,8.953991330800652e-11
0.50417,0.0006227239136636207,9.09417202814599e-11,0.0,0.0,0.0,0.0,9.09417202814599e-11
0.5098199999999999,0.0009460640890604879,9.236011676129726e-11,0.0,0.0,0.0,0.0,9.236011676129726e-11
0.5155299999999999,0.00045812103525863946,9.379255846451441e-11,0.0,0.0,0.0,0.0,9.379255846451441e-11
0.5213,0.000376090560414906,9.52390138910295e-11,0.0,0.0,0.0,0.0,9.52390138910295e-11
0.5271399999999999,0.000369491781325174,9.670195537228158e-11,0.0,0.0,0.0,0.0,9.670195537228158e-11
0.5330499999999999,0.000355361786969987,9.818134528581957e-11,0.0,0.0,0.0,0.0,9.818134528581957e-11
0.5390199999999999,0.00032697428562019796,9.967464520006926e-11,0.0,0.0,0.0,0.0,9.967464520006926e-11
0.5450499999999999,0.0003149482498153603,1.0118182234750498e-10,0.0,0.0,0.0,0.0,1.0118182234750498e-10
0.55116,0.0010157178683409922,1.0270783690969752e-10,0.0,0.0,0.0,0.0,1.0270783690969752e-10
0.55733,0.0011110335663037877,1.0424765462194855e-10,0.0,0.0,0.0,0.0,1.0424765462194855e-10
0.56357,0.0008222174380285615,1.0580373450129715e-10,0.0,0.0,0.0,0.0,1.0580373450129715e-10
0.56989,0.0014740461116386813,1.0737852742593365e-10,0.0,0.0,0.0,0.0,1.0737852742593365e-10
0.57627,0.00041526084933523537,1.0896700955887044e-10,0.0,0.0,0.0,0.0,1.0896700955887044e-10
0.58272,0.00035866914605481645,1.105716329566842e-10,0.0,0.0,0.0,0.0,1.105716329566842e-10
0.58925,0.0003278668740961037,1.1219484129925463e-10,0.0,0.0,0.0,0.0,1.1219484129925463e-10
0.59585,0.00032354738343591684,1.1383410426623187e-10,0.0,0.0,0.0,0.0,1.1383410426623187e-10
0.60252,0.0002844647594551854,1.1548937994286491e-10,0.0,0.0,0.0,0.0,1.1548937994286491e-10
0.60927,0.0002514230467667448,1.1716310457666255e-10,0.0,0.0,0.0,0.0,1.1716310457666255e-10
0.6161,0.0008633402642399348,1.1885522914767314e-10,0.0,0.0,0.0,0.0,1.1885522914767314e-10
0.623,0.0006790605916652093,1.2056322983135572e-10,0.0,0.0,0.0,0.0,1.2056322983135572e-10
0.62998,0.0005261809065464549,1.2228953520309602e-10,0.0,0.0,0.0,0.0,1.2228953520309602e-10
0.63703,0.0009043036996520392,1.240316248292143e-10,0.0,0.0,0.0,0.0,1.240316248292143e-10
0.6441699999999999,0.00029288856319654614,1.2579438985315052e-10,0.0,0.0,0.0,0.0,1.2579438985315052e-10
0.65138,0.00024424249125968136,1.275728411243123e-10,0.0,0.0,0.0,0.0,1.275728411243123e-10
0.6586799999999999,0.00023313295255063986,1.2937185997960318e-10,0.0,0.0,0.0,0.0,1.2937185997960318e-10
0.6660499999999999,0.00022176041902280467,1.3118646517274174e-10,0.0,0.0,0.0,0.0,1.3118646517274174e-10
0.6735099999999999,0.0001972859617950668,1.3302152806292135e-10,0.0,0.0,0.0,0.0,1.3302152806292135e-10
0.68106,0.001294651767061547,1.3487698831279067e-10,0.0,0.0,0.0,0.0,1.3487698831279067e-10
0.68869,0.0012426106711002551,1.3675033089293895e-10,0.0,0.0,0.0,0.0,1.3675033089293895e-10
0.6964,0.0009055788260461902,1.3864150130741866e-10,0.0,0.0,0.0,0.0,1.3864150130741866e-10
0.7042,0.0019512621646497336,1.405528938883424e-10,0.0,0.0,0.0,0.0,1.405528938883424e-10
0.71209,0.00037563629663698965,1.4248444594357124e-10,0.0,0.0,0.0,0.0,1.4248444594357124e-10
0.7200599999999999,0.00029664221651932846,1.4443364970595811e-10,0.0,0.0,0.0,0.0,1.4443364970595811e-10
0.7281299999999999,0.0002801851164948157,1.4640533262704916e-10,0.0,0.0,0.0,0.0,1.4640533262704916e-10
0.7362799999999999,0.0002587869016929674,1.4839454376796814e-10,0.0,0.0,0.0,0.0,1.4839454376796814e-10
0.74453,0.00020413976616362898,1.5040609950800887e-10,0.0,0.0,0.0,0.0,1.5040609950800887e-10
0.75287,0.0004278686615574044,1.5243749210190471e-10,0.0,0.0,0.0,0.0,1.5243749210190471e-10
0.7613,0.00035036488541290736,1.5448865519824677e-10,0.0,0.0,0.0,0.0,1.5448865519824677e-10
0.76983,0.00029235460401899534,1.5656195114731334e-10,0.0,0.0,0.0,0.0,1.5656195114731334e-10
0.7784500000000001,0.0004428434271487166,1.586548778781839e-10,0.0,0.0,0.0,0.0,1.586548778781839e-10
0.7871699999999999,0.0010609051599337223,1.6076979122412923e-10,0.0,0.0,0.0,0.0,1.6076979122412923e-10
0.79599,0.0006411415205191407,1.6290661438909145e-10,0.0,0.0,0.0,0.0,1.6290661438909145e-10
0.8049,0.0004946454369111053,1.6506285117006807e-10,6.194114435406464e-11,0.0,0.0,6.194114435406464e-11,1.6506285117006807e-10
0.81392,0.0009050209582487491,1.672432633670094e-10,1.2810371801169927e-10,0.0,0.0,1.2810371801169927e-10,1.672432633670094e-10
0.8230299999999999,0.00025262644730122486,1.6944293742373146e-10,1.816069982301605e-10,0.0,0.0,1.6944293742373146e-10,1.816069982301605e-10
0.83225,0.0002147711324748639,1.7166662279352105e-10,2.291753936309245e-10,0.0,0.0,1.7166662279352105e-10,2.291753936309245e-10
0.84157,0.00020840347004407177,1.739118230948543e-10,2.729688101537052e-10,0.0,0.0,1.739118230948543e-10,2.729688101537052e-10
0.851,0.00018371383523732094,1.761808619558759e-10,3.1412655659096087e-10,0.0,0.0,1.761808619558759e-10,3.1412655659096087e-10
0.86053,0.0005612389128456469,1.7847124702261295e-10,3.532451617529342e-10,0.0,0.0,1.7847124702261295e-10,3.532451617529342e-10
0.87017,0.0003663517825795769,1.807852946762348e-10,3.907818290100565e-10,0.0,0.0,1.807852946762348e-10,3.907818290100565e-10
0.8799199999999999,0.0003021013513942879,1.831229128229412e-10,4.2702313646855753e-10,0.0,0.0,1.831229128229412e-10,4.2702313646855753e-10
0.88977,0.0004933942191368445,1.854816153622991e-10,4.6214338731782615e-10,0.0,0.0,1.854816153622991e-10,4.6214338731782615e-10
0.89974,0.00018422388579498138,1.878660977599403e-10,4.963722942138275e-10,0.0,0.0,1.878660977599403e-10,4.963722942138275e-10
0.9098200000000001,0.0001630966353518902,1.9027386926216834e-10,5.297971201497716e-10,0.0,0.0,1.9027386926216834e-10,5.297971201497716e-10
0.92001,0.0001559957752444612,1.927048343716171e-10,5.625165148932011e-10,0.0,0.0,1.927048343716171e-10,5.625165148932011e-10
0.93031,0.0005557558693507971,1.9515889675570451e-10,5.946106956576018e-10,0.0,0.0,1.9515889675570451e-10,5.946106956576018e-10
0.9407300000000001,0.0006352918781859725,1.976383372065544e-10,6.261758185374631e-10,0.0,0.0,1.976383372065544e-10,6.261758185374631e-10
0.95127,0.00047527945479993534,2.0014304835650696e-10,6.57265081445609e-10,0.0,0.0,2.0014304835650696e-10,6.57265081445609e-10
0.96192,0.0009047818720498458,2.026705501817046e-10,6.878951200151655e-10,0.0,0.0,2.026705501817046e-10,6.878951200151655e-10
0.9727,0.0002186682375169882,2.0522547984487993e-10,7.181619379087786e-10,0.0,0.0,2.0522547984487993e-10,7.181619379087786e-10
0.9835900000000001,0.00018004784685413653,2.078029869466596e-10,7.480425126013357e-10,0.0,0.0,2.078029869466596e-10,7.480425126013357e-10
0.99461,0.0001649057209235921,2.1040769392833635e-10,7.776205716965615e-10,0.0,0.0,2.1040769392833635e-10,7.776205716965615e-10
1.0057,0.00016492962954348241,2.1302532649686456e-10,8.067635942818238e-10,0.0,0.0,2.1302532649686456e-10,8.067635942818238e-10
1.017,0.0006105783347593313,2.15688796704517e-10,8.358584626981322e-10,0.0,0.0,2.15688796704517e-10,8.358584626981322e-10
1.0284,0.00036959538534469876,2.183720279129241e-10,8.646362109150374e-10,0.0,0.0,2.183720279129241e-10,8.646362109150374e-10
1.0399,0.0006701187678262246,2.2107492495011345e-10,8.931174483257295e-10,0.0,0.0,2.2107492495011345e-10,8.931174483257295e-10
1.0515999999999999,0.0001776251067052494,2.2382084442931605e-10,9.215615289811146e-10,0.0,0.0,2.2382084442931605e-10,9.215615289811146e-10
1.0633,0.00015802003839517613,2.2656275093648148e-10,9.494989489896154e-10,0.0,0.0,2.2656275093648148e-10,9.494989489896154e-10
1.0753,0.00013067654678059826,2.2937080024658497e-10,9.776552501515588e-10,0.0,0.0,2.2937080024658497e-10,9.776552501515588e-10
1.0873,0.0001304055824218412,2.3217464064019977e-10,1.0053344173263371e-09,0.0,0.0,2.3217464064019977e-10,1.0053344173263371e-09
1.0995,0.004807545287548216,2.350209034861918e-10,1.0330108732073633e-09,0.0,0.0,2.350209034861918e-10,1.0330108732073633e-09
1.1118,0.002658160359407254,2.378861056584893e-10,1.0604640435219052e-09,0.0,0.0,2.378861056584893e-10,1.0604640435219052e-09
1.1242,0.0018987428962906345,2.4077014648566856e-10,1.087704927945837e-09,0.0,0.0,2.4077014648566856e-10,1.087704927945837e-09
1.1368,0.004739246330061497,2.4369612868911304e-10,1.1149582452998112e-09,0.0,0.0,2.4369612868911304e-10,1.1149582452998112e-09
1.1496,0.0005830754523454847,2.466638400809852e-10,1.1422235920243098e-09,0.0,0.0,2.466638400809852e-10,1.1422235920243098e-09
1.1624,0.00042548576910833455,2.496268069312761e-10,1.1690838741652656e-09,0.0,0.0,2.496268069312761e-10,1.1690838741652656e-09
1.1755,0.00043434789754768474,2.526543135873534e-10,1.1961724524452244e-09,0.0,0.0,2.526543135873534e-10,1.1961724524452244e-09
1.1885999999999999,0.00038698492154493454,2.5567686675805455e-10,1.2228722449685344e-09,0.0,0.0,2.5567686675805455e-10,1.2228722449685344e-09
1.2019000000000002,0.00029641109986038857,2.5874050661080733e-10,1.2495983268146428e-09,0.0,0.0,2.5874050661080733e-10,1.2495983268146428e-09
1.2154,0.0003110670838531629,2.618450118428984e-10,1.2763491751941577e-09,0.0,0.0,2.618450118428984e-10,1.2763491751941577e-09
1.229,0.0002829027296223503,2.649672206933106e-10,1.302929141882291e-09,0.0,0.0,2.649672206933106e-10,1.302929141882291e-09
1.2428,0.00028096613141123325,2.6812992362208715e-10,1.3295360020900833e-09,0.0,0.0,2.6812992362208715e-10,1.3295360020900833e-09
1.2567000000000002,0.00022325072299596874,2.713100343585536e-10,1.3559790244941571e-09,0.0,0.0,2.713100343585536e-10,1.3559790244941571e-09
1.2708,0.00035800767423785053,2.7453026176398437e-10,1.3824503803680327e-09,0.0,0.0,2.7453026176398437e-10,1.3824503803680327e-09
