level	sample	node	total_rows	segment_rows	array_columns	column_mux_ratio	simultaneous_output_bits	injection_time_ns	qcrit_fc	qcrit_status	n_present	par_scale	dvth_cell_mv	dvth_ref_mv	static_sa_offset_mv	dynamic_noise_mv	equivalent_dvth_sa_mv	vth_sigma_mv	mobility_process_scale	combined_mobility_scale	tid_global_dvth_n_mv	tid_global_dvth_p_mv	tid_off_current_scale
low	45	gbl	2048	256	128	4	32	1.1	10.15625	resolved	126	0.9821010793222338	6.397628637149138	-8.180819665774463	5.050535418426615	-8.516732346328507	-3.4661969279018914	24.0	0.9718784056076725	0.9718784056076725	0.0	0.0	1.001938786
low	45	sa	2048	256	128	4	32	2.42	37.890625	resolved	126	0.9821010793222338	6.397628637149138	-8.180819665774463	5.050535418426615	2.8651816288973206	7.915717047323936	24.0	0.9718784056076725	0.9718784056076725	0.0	0.0	1.001938786
low	46	gbl	2048	256	128	4	32	1.62	7.8125	resolved	127	1.0148223092278505	-24.468934190347184	23.600973548982733	3.559775061896184	0.4055908337974977	3.9653658956936817	24.0	1.0443151325248334	1.0443151325248334	0.0	0.0	1.001938786
low	46	sa	2048	256	128	4	32	2.35	12.890625	resolved	127	1.0148223092278505	-24.468934190347184	23.600973548982733	3.559775061896184	1.5973399261415877	5.157114988037772	24.0	1.0443151325248334	1.0443151325248334	0.0	0.0	1.001938786
low	47	gbl	2048	256	128	4	32	1.25	8.59375	resolved	123	1.0205348473164002	-2.4565414973846367	-5.3884613988738215	-3.4449803299463326	-7.991786561299001	-11.436766891245334	24.0	0.9708672955313481	0.9708672955313481	0.0	0.0	1.001938786
low	47	sa	2048	256	128	4	32	2.05	3.515625	resolved	123	1.0205348473164002	-2.4565414973846367	-5.3884613988738215	-3.4449803299463326	8.457165860737074	5.012185530790742	24.0	0.9708672955313481	0.9708672955313481	0.0	0.0	1.001938786
low	48	gbl	2048	256	128	4	32	1.55	6.25	resolved	121	1.0042086833865473	-14.82790542899059	49.727961536521875	1.8524450572393294	-6.1508589888053	-4.298413931565971	24.0	0.9905713246869638	0.9905713246869638	0.0	0.0	1.001938786
low	48	sa	2048	256	128	4	32	2.35	12.5	resolved	121	1.0042086833865473	-14.82790542899059	49.727961536521875	1.8524450572393294	5.627473226196052	7.4799182834353815	24.0	0.9905713246869638	0.9905713246869638	0.0	0.0	1.001938786
low	49	gbl	2048	256	128	4	32	1.1	12.5	resolved	128	1.000417646041848	32.5410261377084	6.7823769981978375	-0.34716086067088753	9.84278436210046	9.495623501429572	24.0	1.0389078075880729	1.0389078075880729	0.0	0.0	1.001938786
low	49	sa	2048	256	128	4	32	2.25	10.9375	resolved	128	1.000417646041848	32.5410261377084	6.7823769981978375	-0.34716086067088753	-1.670462260777711	-2.0176231214485987	24.0	1.0389078075880729	1.0389078075880729	0.0	0.0	1.001938786
low	50	gbl	2048	256	128	4	32	1.1	12.890625	resolved	125	1.003858643667487	16.376247901779124	-37.68486957618995	5.38495689323105	-4.019904188459165	1.3650527047718848	24.0	1.018906696252677	1.018906696252677	0.0	0.0	1.001938786
low	50	sa	2048	256	128	4	32	2.35	14.0625	resolved	125	1.003858643667487	16.376247901779124	-37.68486957618995	5.38495689323105	8.838577669583708	14.22353456281476	24.0	1.018906696252677	1.018906696252677	0.0	0.0	1.001938786
low	51	gbl	2048	256	128	4	32	1.4	10.9375	resolved	129	0.9693859123210666	7.804206959343078	-3.3509014923811753	-6.278555916647244	8.559012197752413	2.2804562811051685	24.0	0.9758432623575003	0.9758432623575003	0.0	0.0	1.001938786
