path_id,rows_per_local_bitline,column_mux_ratio,pvt_corner,tid_model_corner,vdd_v,temperature_c,tid_krad_si,local_bitline_capacitance_ff,global_bitline_capacitance_ff,read_latency_s,write_latency_s,selected_read_path_energy_j,selected_write_path_energy_j,minimum_pre_sense_margin_v,minimum_final_read_margin_v,minimum_final_write_margin_v,read_correct_both_values,write_correct_both_values,timing_proxy_cycle_s,timing_proxy_max_frequency_hz,configured_500mhz_feasible,is_stress_not_a_fit
r128_m4_high_vdd_cold__tid_central,128,4,high_vdd_cold,central,0.99,-40.0,14.32,20.0,5.0,3.03333e-10,2.60955e-11,2.62916e-14,1.32063e-15,0.5643199999999999,0.9899969349000001,0.9899999589824,True,True,1.253333e-09,797872552.6256789,True,False
r128_m4_high_vdd_cold__tid_conservative,128,4,high_vdd_cold,conservative,0.99,-40.0,14.32,20.0,5.0,3.02743e-10,2.60433e-11,2.6292e-14,1.317145e-15,0.565391,0.98999693707,0.9899999588301,True,True,1.252743e-09,798248323.8780819,True,False
r128_m4_high_vdd_cold__tid_stress_not_a_fit,128,4,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,20.0,5.0,3.0143e-10,2.59304e-11,2.629265e-14,1.31192e-15,0.567734,0.98999695059,0.9899999585408,True,True,1.25143e-09,799085845.7924135,True,True
r128_m4_high_vdd_hot__tid_central,128,4,high_vdd_hot,central,0.99,85.0,14.32,20.0,5.0,4.87245e-10,5.55065e-11,2.6096050000000002e-14,1.12004e-15,0.206731,0.897095,0.989997767595,True,True,1.4372450000000002e-09,695775598.4539865,True,False
r128_m4_high_vdd_hot__tid_conservative,128,4,high_vdd_hot,conservative,0.99,85.0,14.32,20.0,5.0,4.87854e-10,5.57064e-11,2.6066150000000002e-14,1.11762e-15,0.20623199999999997,0.8957139,0.9899977678730001,True,True,1.437854e-09,695480904.1808139,True,False
r128_m4_high_vdd_hot__tid_stress_not_a_fit,128,4,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,20.0,5.0,4.87432e-10,5.57658e-11,2.6023800000000003e-14,1.1134549999999999e-15,0.206635,0.8958148,0.9899977694090001,True,True,1.4374319999999999e-09,695685082.8421798,True,True
r128_m4_low_vdd_cold__tid_central,128,4,low_vdd_cold,central,0.81,-40.0,14.32,20.0,5.0,3.96552e-10,4.05635e-11,1.752845e-14,7.31782e-16,0.279953,0.8097494982,0.8099999874912001,True,True,1.346552e-09,742637491.9052513,True,False
r128_m4_low_vdd_cold__tid_conservative,128,4,low_vdd_cold,conservative,0.81,-40.0,14.32,20.0,5.0,3.96094e-10,4.04816e-11,1.752855e-14,7.29377e-16,0.28087399999999996,0.8097484006,0.8099999874336,True,True,1.346094e-09,742890169.6315413,True,False
r128_m4_low_vdd_cold__tid_stress_not_a_fit,128,4,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,20.0,5.0,3.95017e-10,4.02704e-11,1.75287e-14,7.25578e-16,0.283083,0.8097528423,0.8099999873349001,True,True,1.3450170000000003e-09,743485026.583307,True,True
r128_m4_low_vdd_hot__tid_central,128,4,low_vdd_hot,central,0.81,85.0,14.32,20.0,5.0,7.33539e-10,1.04818e-10,1.39612e-14,6.93094e-16,0.08613199999999999,0.39710599999999996,0.8099988779880001,True,True,1.6835390000000003e-09,593986833.6878444,True,False
r128_m4_low_vdd_hot__tid_conservative,128,4,low_vdd_hot,conservative,0.81,85.0,14.32,20.0,5.0,7.33583e-10,1.05153e-10,1.38719e-14,6.91184e-16,0.08614299999999997,0.396983,0.809998879165,True,True,1.6835830000000002e-09,593971309.9977844,True,False
r128_m4_low_vdd_hot__tid_stress_not_a_fit,128,4,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,20.0,5.0,7.29668e-10,1.05087e-10,1.378965e-14,6.8764e-16,0.08681500000000009,0.40023100000000006,0.80999888183,True,True,1.679668e-09,595355748.8741822,True,True
r128_m4_nominal__tid_central,128,4,nominal,central,0.9,27.0,14.32,20.0,5.0,4.51281e-10,4.99816e-11,2.173865e-14,9.06539e-16,0.22088200000000002,0.8745938,0.8999999358008001,True,True,1.401281e-09,713632740.3283138,True,False
r128_m4_nominal__tid_conservative,128,4,nominal,conservative,0.9,27.0,14.32,20.0,5.0,4.51375e-10,5.00729e-11,2.1732300000000002e-14,9.0418e-16,0.22077499999999994,0.8743097,0.8999999355345,True,True,1.401375e-09,713584872.0007136,True,False
r128_m4_nominal__tid_stress_not_a_fit,128,4,nominal,stress_not_a_fit,0.9,27.0,14.32,20.0,5.0,4.50496e-10,5.00202e-11,2.17207e-14,9.00165e-16,0.22177600000000008,0.8746851,0.8999999353336,True,True,1.4004960000000002e-09,714032742.6854484,True,True
r128_m8_high_vdd_cold__tid_central,128,8,high_vdd_cold,central,0.99,-40.0,14.32,20.0,8.0,3.36227e-10,2.60955e-11,2.92059e-14,1.32063e-15,0.5135939999999999,0.9899899066100001,0.9899999589824,True,True,1.286227e-09,777467740.9197599,True,False
r128_m8_high_vdd_cold__tid_conservative,128,8,high_vdd_cold,conservative,0.99,-40.0,14.32,20.0,8.0,3.35572e-10,2.60433e-11,2.920645e-14,1.317145e-15,0.514568,0.9899899274,0.9899999588301,True,True,1.285572e-09,777863861.378437,True,False
r128_m8_high_vdd_cold__tid_stress_not_a_fit,128,8,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,20.0,8.0,3.34116e-10,2.59304e-11,2.920705e-14,1.31192e-15,0.516731,0.9899899989400001,0.9899999585408,True,True,1.284116e-09,778745845.3909148,True,True
r128_m8_high_vdd_hot__tid_central,128,8,high_vdd_hot,central,0.99,85.0,14.32,20.0,8.0,5.13067e-10,5.55065e-11,2.91458e-14,1.12004e-15,0.1867850000000001,0.8496640000000001,0.989997767595,True,True,1.4630670000000003e-09,683495697.7363305,True,False
r128_m8_high_vdd_hot__tid_conservative,128,8,high_vdd_hot,conservative,0.99,85.0,14.32,20.0,8.0,5.13761e-10,5.57064e-11,2.91164e-14,1.11762e-15,0.18633299999999997,0.847919,0.9899977678730001,True,True,1.4637610000000002e-09,683171637.9928143,True,False
r128_m8_high_vdd_hot__tid_stress_not_a_fit,128,8,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,20.0,8.0,5.13295e-10,5.57658e-11,2.90746e-14,1.1134549999999999e-15,0.18669599999999997,0.8481909999999999,0.9899977694090001,True,True,1.4632950000000002e-09,683389200.400466,True,True
r128_m8_low_vdd_cold__tid_central,128,8,low_vdd_cold,central,0.81,-40.0,14.32,20.0,8.0,4.1083e-10,4.05635e-11,1.948145e-14,7.31782e-16,0.25335300000000005,0.809307434,0.8099999874912001,True,True,1.3608300000000001e-09,734845645.6721265,True,False
r128_m8_low_vdd_cold__tid_conservative,128,8,low_vdd_cold,conservative,0.81,-40.0,14.32,20.0,8.0,4.10323e-10,4.04816e-11,1.94815e-14,7.29377e-16,0.254189,0.809311699,0.8099999874336,True,True,1.3603230000000002e-09,735119526.7594533,True,False
r128_m8_low_vdd_cold__tid_stress_not_a_fit,128,8,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,20.0,8.0,4.09132e-10,4.02704e-11,1.94819e-14,7.25578e-16,0.2561920000000001,0.809332405,0.8099999873349001,True,True,1.359132e-09,735763708.013644,True,True
r128_m8_low_vdd_hot__tid_central,128,8,low_vdd_hot,central,0.81,85.0,14.32,20.0,8.0,7.90769e-10,1.04818e-10,1.494095e-14,6.93094e-16,0.07774999999999999,0.35187,0.8099988779880001,True,True,1.740769e-09,574458759.3184391,True,False
r128_m8_low_vdd_hot__tid_conservative,128,8,low_vdd_hot,conservative,0.81,85.0,14.32,20.0,8.0,7.90819e-10,1.05153e-10,1.4854749999999998e-14,6.91184e-16,0.07776000000000005,0.35174,0.809998879165,True,True,1.7408189999999999e-09,574442259.6490502,True,False
r128_m8_low_vdd_hot__tid_stress_not_a_fit,128,8,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,20.0,8.0,7.86404e-10,1.05087e-10,1.47977e-14,6.8764e-16,0.07836699999999996,0.35468799999999995,0.80999888183,True,True,1.736404e-09,575902842.8867936,True,True
r128_m8_nominal__tid_central,128,8,nominal,central,0.9,27.0,14.32,20.0,8.0,4.72095e-10,4.99816e-11,2.42146e-14,9.06539e-16,0.19970200000000005,0.8535757,0.8999999358008001,True,True,1.422095e-09,703187902.355328,True,False
r128_m8_nominal__tid_conservative,128,8,nominal,conservative,0.9,27.0,14.32,20.0,8.0,4.72206e-10,5.00729e-11,2.42083e-14,9.0418e-16,0.199604,0.8531751,0.8999999355345,True,True,1.4222060000000002e-09,703133020.1110106,True,False
r128_m8_nominal__tid_stress_not_a_fit,128,8,nominal,stress_not_a_fit,0.9,27.0,14.32,20.0,8.0,4.71229e-10,5.00202e-11,2.419735e-14,9.00165e-16,0.20050999999999997,0.8539172,0.8999999353336,True,True,1.4212290000000002e-09,703616377.0933466,True,True
r256_m1_high_vdd_cold__tid_central,256,1,high_vdd_cold,central,0.99,-40.0,14.32,38.0,2.75,3.82228e-10,2.59826e-11,4.18304e-14,1.31498e-15,0.368907,0.989423539,0.9899999589824,True,True,1.3322280000000003e-09,750622265.8583964,True,False
r256_m1_high_vdd_cold__tid_conservative,256,1,high_vdd_cold,conservative,0.99,-40.0,14.32,38.0,2.75,3.8198e-10,2.59289e-11,4.183035e-14,1.31144e-15,0.36960399999999993,0.989425028,0.9899999588302,True,True,1.3319800000000002e-09,750762023.4538054,True,False
r256_m1_high_vdd_cold__tid_stress_not_a_fit,256,1,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,38.0,2.75,3.81427e-10,2.58175e-11,4.183065e-14,1.30623e-15,0.371167,0.989433986,0.9899999585408,True,True,1.331427e-09,751073847.8339405,True,True
r256_m1_high_vdd_hot__tid_central,256,1,high_vdd_hot,central,0.99,85.0,14.32,38.0,2.75,6.23327e-10,5.54532e-11,3.37553e-14,1.11707e-15,0.1330309999999999,0.625354,0.989997767595,True,True,1.5733270000000003e-09,635595778.8813132,True,False
r256_m1_high_vdd_hot__tid_conservative,256,1,high_vdd_hot,conservative,0.99,85.0,14.32,38.0,2.75,6.24389e-10,5.56538e-11,3.3553499999999994e-14,1.11468e-15,0.132706,0.623274,0.9899977678730001,True,True,1.574389e-09,635167039.4038576,True,False
r256_m1_high_vdd_hot__tid_stress_not_a_fit,256,1,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,38.0,2.75,6.23734e-10,5.57142e-11,3.330895e-14,1.11052e-15,0.132965,0.624,0.9899977694090001,True,True,1.5737340000000001e-09,635431400.7322711,True,True
r256_m1_low_vdd_cold__tid_central,256,1,low_vdd_cold,central,0.81,-40.0,14.32,38.0,2.75,4.6849e-10,4.04641e-11,2.770095e-14,7.29588e-16,0.18118,0.7893806,0.8099999874912001,True,True,1.4184900000000001e-09,704975008.6359438,True,False
r256_m1_low_vdd_cold__tid_conservative,256,1,low_vdd_cold,conservative,0.81,-40.0,14.32,38.0,2.75,4.67758e-10,4.03834e-11,2.767755e-14,7.27129e-16,0.181782,0.7898183,0.8099999874336,True,True,1.417758e-09,705338992.9734129,True,False
r256_m1_low_vdd_cold__tid_stress_not_a_fit,256,1,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,38.0,2.75,4.66042e-10,4.01727e-11,2.764005e-14,7.231005e-16,0.18322400000000005,0.7908875000000001,0.8099999873349001,True,True,1.4160420000000002e-09,706193742.8409609,True,True
r256_m1_low_vdd_hot__tid_central,256,1,low_vdd_hot,central,0.81,85.0,14.32,38.0,2.75,1.03771e-09,1.04793e-10,1.163305e-14,6.91415e-16,0.055227000000000026,0.22938500000000006,0.8099988779880001,True,True,1.98771e-09,503091497.250605,True,False
r256_m1_low_vdd_hot__tid_conservative,256,1,low_vdd_hot,conservative,0.81,85.0,14.32,38.0,2.75,1.03779e-09,1.05128e-10,1.151825e-14,6.89502e-16,0.055234000000000005,0.22922300000000007,0.809998879164,True,True,1.9877900000000002e-09,503071249.9811348,True,False
r256_m1_low_vdd_hot__tid_stress_not_a_fit,256,1,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,38.0,2.75,1.03122e-09,1.05064e-10,1.139415e-14,6.86041e-16,0.055665000000000076,0.231217,0.80999888183,True,True,1.9812200000000003e-09,504739503.94201547,True,True
r256_m1_nominal__tid_central,256,1,nominal,central,0.9,27.0,14.32,38.0,2.75,5.60195e-10,4.99135e-11,3.1062799999999997e-14,9.04408e-16,0.14246800000000004,0.690949,0.8999999358009,True,True,1.510195e-09,662166144.1072179,True,False
r256_m1_nominal__tid_conservative,256,1,nominal,conservative,0.9,27.0,14.32,38.0,2.75,5.60386e-10,5.0005e-11,3.09252e-14,9.020635e-16,0.142397,0.690378,0.8999999355346,True,True,1.5103860000000002e-09,662082408.0731679,True,False
r256_m1_nominal__tid_stress_not_a_fit,256,1,nominal,stress_not_a_fit,0.9,27.0,14.32,38.0,2.75,5.58969e-10,4.99518e-11,3.0735650000000004e-14,8.97913e-16,0.1430450000000001,0.6928829999999999,0.8999999353336,True,True,1.5089690000000001e-09,662704137.7258247,True,True
r256_m2_high_vdd_cold__tid_central,256,2,high_vdd_cold,central,0.99,-40.0,14.32,38.0,3.5,3.84459e-10,2.59826e-11,4.254535e-14,1.31498e-15,0.3627250000000001,0.989328037,0.9899999589824,True,True,1.334459e-09,749367346.6176181,True,False
r256_m2_high_vdd_cold__tid_conservative,256,2,high_vdd_cold,conservative,0.99,-40.0,14.32,38.0,3.5,3.84205e-10,2.59289e-11,4.2545149999999995e-14,1.31144e-15,0.36341100000000004,0.989331206,0.9899999588302,True,True,1.3342050000000002e-09,749510007.8323795,True,False
r256_m2_high_vdd_cold__tid_stress_not_a_fit,256,2,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,38.0,3.5,3.83643e-10,2.58175e-11,4.254525e-14,1.30623e-15,0.364947,0.9893408619999999,0.9899999585408,True,True,1.333643e-09,749825852.9456533,True,True
r256_m2_high_vdd_hot__tid_central,256,2,high_vdd_hot,central,0.99,85.0,14.32,38.0,3.5,6.30345e-10,5.54532e-11,3.44125e-14,1.11707e-15,0.130764,0.61306,0.989997767595,True,True,1.5803449999999999e-09,632773223.5682715,True,False
r256_m2_high_vdd_hot__tid_conservative,256,2,high_vdd_hot,conservative,0.99,85.0,14.32,38.0,3.5,6.31428e-10,5.56538e-11,3.4208650000000003e-14,1.11468e-15,0.1304430000000001,0.611003,0.9899977678730001,True,True,1.5814280000000002e-09,632339885.217664,True,False
r256_m2_high_vdd_hot__tid_stress_not_a_fit,256,2,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,38.0,3.5,6.30761e-10,5.57142e-11,3.3966e-14,1.11052e-15,0.130699,0.611726,0.9899977694090001,True,True,1.5807610000000001e-09,632606700.1906043,True,True
r256_m2_low_vdd_cold__tid_central,256,2,low_vdd_cold,central,0.81,-40.0,14.32,38.0,3.5,4.72269e-10,4.04641e-11,2.81874e-14,7.29588e-16,0.17812300000000003,0.7862013999999999,0.8099999874912001,True,True,1.422269e-09,703101874.5399077,True,False
r256_m2_low_vdd_cold__tid_conservative,256,2,low_vdd_cold,conservative,0.81,-40.0,14.32,38.0,3.5,4.71522e-10,4.03834e-11,2.8164000000000002e-14,7.27129e-16,0.17871400000000004,0.7867141,0.8099999874336,True,True,1.421522e-09,703471349.7223399,True,False
r256_m2_low_vdd_cold__tid_stress_not_a_fit,256,2,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,38.0,3.5,4.69775e-10,4.01727e-11,2.812635e-14,7.231005e-16,0.18013199999999996,0.7879489,0.8099999873349001,True,True,1.4197749999999999e-09,704336954.799176,True,True
r256_m2_low_vdd_hot__tid_central,256,2,low_vdd_hot,central,0.81,85.0,14.32,38.0,3.5,1.05301e-09,1.04793e-10,1.1847950000000001e-14,6.91415e-16,0.054278999999999966,0.22411799999999993,0.8099988779880001,True,True,2.00301e-09,499248630.81062996,False,False
r256_m2_low_vdd_hot__tid_conservative,256,2,low_vdd_hot,conservative,0.81,85.0,14.32,38.0,3.5,1.05308e-09,1.05128e-10,1.1734499999999998e-14,6.89502e-16,0.05428499999999992,0.22395599999999993,0.809998879164,True,True,2.00308e-09,499231183.9766759,False,False
r256_m2_low_vdd_hot__tid_stress_not_a_fit,256,2,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,38.0,3.5,1.04638e-09,1.05064e-10,1.161205e-14,6.86041e-16,0.054709999999999925,0.22590500000000002,0.80999888183,True,True,1.99638e-09,500906641.0202466,True,True
r256_m2_nominal__tid_central,256,2,nominal,central,0.9,27.0,14.32,38.0,3.5,5.65884e-10,4.99135e-11,3.166205e-14,9.04408e-16,0.14004899999999998,0.679555,0.8999999358009,True,True,1.515884e-09,659681083.7768589,True,False
r256_m2_nominal__tid_conservative,256,2,nominal,conservative,0.9,27.0,14.32,38.0,3.5,5.66079e-10,5.0005e-11,3.15253e-14,9.020635e-16,0.13997899999999996,0.678986,0.8999999355346,True,True,1.516079e-09,659596234.7608534,True,False
r256_m2_nominal__tid_stress_not_a_fit,256,2,nominal,stress_not_a_fit,0.9,27.0,14.32,38.0,3.5,5.64635e-10,4.99518e-11,3.1337150000000004e-14,8.97913e-16,0.140617,0.681533,0.8999999353336,True,True,1.5146350000000001e-09,660225070.7266107,True,True
r256_m4_high_vdd_cold__tid_central,256,4,high_vdd_cold,central,0.99,-40.0,14.32,38.0,5.0,3.88907e-10,2.59826e-11,4.399965e-14,1.31498e-15,0.35095699999999996,0.989096193,0.9899999589824,True,True,1.3389070000000002e-09,746877863.809809,True,False
r256_m4_high_vdd_cold__tid_conservative,256,4,high_vdd_cold,conservative,0.99,-40.0,14.32,38.0,5.0,3.88646e-10,2.59289e-11,4.39991e-14,1.31144e-15,0.35162000000000004,0.989101122,0.9899999588302,True,True,1.338646e-09,747023484.924319,True,False
r256_m4_high_vdd_cold__tid_stress_not_a_fit,256,4,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,38.0,5.0,3.88065e-10,2.58175e-11,4.39989e-14,1.30623e-15,0.35310699999999995,0.989114912,0.9899999585408,True,True,1.3380650000000002e-09,747347849.3197265,True,True
r256_m4_high_vdd_hot__tid_central,256,4,high_vdd_hot,central,0.99,85.0,14.32,38.0,5.0,6.44429e-10,5.54532e-11,3.571895e-14,1.11707e-15,0.12645099999999998,0.589396,0.989997767595,True,True,1.594429e-09,627183775.5083481,True,False
r256_m4_high_vdd_hot__tid_conservative,256,4,high_vdd_hot,conservative,0.99,85.0,14.32,38.0,5.0,6.45557e-10,5.56538e-11,3.5512800000000005e-14,1.11468e-15,0.12614000000000003,0.5873820000000001,0.9899977678730001,True,True,1.595557e-09,626740379.6918567,True,False
r256_m4_high_vdd_hot__tid_stress_not_a_fit,256,4,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,38.0,5.0,6.44865e-10,5.57142e-11,3.52725e-14,1.11052e-15,0.12638700000000003,0.588096,0.9899977694090001,True,True,1.594865e-09,627012317.6569804,True,True
r256_m4_low_vdd_cold__tid_central,256,4,low_vdd_cold,central,0.81,-40.0,14.32,38.0,5.0,4.79856e-10,4.04641e-11,2.9177049999999996e-14,7.29588e-16,0.1723039999999999,0.7787059000000001,0.8099999874912001,True,True,1.4298560000000002e-09,699371125.4839647,True,False
r256_m4_low_vdd_cold__tid_conservative,256,4,low_vdd_cold,conservative,0.81,-40.0,14.32,38.0,5.0,4.79082e-10,4.03834e-11,2.91534e-14,7.27129e-16,0.17287699999999995,0.7793849,0.8099999874336,True,True,1.429082e-09,699749909.3823867,True,False
r256_m4_low_vdd_cold__tid_stress_not_a_fit,256,4,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,38.0,5.0,4.77267e-10,4.01727e-11,2.911605e-14,7.231005e-16,0.17425000000000002,0.7810073999999999,0.8099999873349001,True,True,1.427267e-09,700639754.159523,True,True
r256_m4_low_vdd_hot__tid_central,256,4,low_vdd_hot,central,0.81,85.0,14.32,38.0,5.0,1.08369e-09,1.04793e-10,1.22649e-14,6.91415e-16,0.05247599999999997,0.21415099999999998,0.8099988779880001,True,True,2.0336900000000002e-09,491717026.685483,False,False
r256_m4_low_vdd_hot__tid_conservative,256,4,low_vdd_hot,conservative,0.81,85.0,14.32,38.0,5.0,1.08376e-09,1.05128e-10,1.21526e-14,6.89502e-16,0.05248300000000006,0.21399200000000007,0.809998879164,True,True,2.0337600000000002e-09,491700102.2736212,False,False
r256_m4_low_vdd_hot__tid_stress_not_a_fit,256,4,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,38.0,5.0,1.0768e-09,1.05064e-10,1.20418e-14,6.86041e-16,0.05289300000000008,0.21585999999999994,0.80999888183,True,True,2.0268e-09,493388592.85573316,False,True
r256_m4_nominal__tid_central,256,4,nominal,central,0.9,27.0,14.32,38.0,5.0,5.77309e-10,4.99135e-11,3.287295e-14,9.04408e-16,0.13544899999999993,0.657074,0.8999999358009,True,True,1.5273090000000003e-09,654746354.5359844,True,False
r256_m4_nominal__tid_conservative,256,4,nominal,conservative,0.9,27.0,14.32,38.0,5.0,5.77514e-10,5.0005e-11,3.2735250000000004e-14,9.020635e-16,0.13537999999999994,0.656516,0.8999999355346,True,True,1.5275140000000003e-09,654658484.3084906,True,False
r256_m4_nominal__tid_stress_not_a_fit,256,4,nominal,stress_not_a_fit,0.9,27.0,14.32,38.0,5.0,5.76016e-10,4.99518e-11,3.2548399999999995e-14,8.97913e-16,0.13599799999999995,0.659105,0.8999999353336,True,True,1.526016e-09,655301123.9724878,True,True
r256_m8_high_vdd_cold__tid_central,256,8,high_vdd_cold,central,0.99,-40.0,14.32,38.0,8.0,3.97793e-10,2.59826e-11,4.69534e-14,1.31498e-15,0.32955600000000007,0.9884220499999999,0.9899999589824,True,True,1.347793e-09,741953697.6375452,True,False
r256_m8_high_vdd_cold__tid_conservative,256,8,high_vdd_cold,conservative,0.99,-40.0,14.32,38.0,8.0,3.97512e-10,2.59289e-11,4.69534e-14,1.31144e-15,0.33017799999999997,0.98843017,0.9899999588302,True,True,1.3475120000000003e-09,742108419.0715926,True,False
r256_m8_high_vdd_cold__tid_stress_not_a_fit,256,8,high_vdd_cold,stress_not_a_fit,0.99,-40.0,14.32,38.0,8.0,3.96893e-10,2.58175e-11,4.695285e-14,1.30623e-15,0.3315760000000001,0.98845741,0.9899999585408,True,True,1.3468930000000002e-09,742449474.4571394,True,True
r256_m8_high_vdd_hot__tid_central,256,8,high_vdd_hot,central,0.99,85.0,14.32,38.0,8.0,6.72788e-10,5.54532e-11,3.823325e-14,1.11707e-15,0.11862300000000003,0.5457909999999999,0.989997767595,True,True,1.6227880000000001e-09,616223437.6887184,True,False
r256_m8_high_vdd_hot__tid_conservative,256,8,high_vdd_hot,conservative,0.99,85.0,14.32,38.0,8.0,6.74003e-10,5.56538e-11,3.80208e-14,1.11468e-15,0.11833099999999996,0.543876,0.9899977678730001,True,True,1.624003e-09,615762409.3058941,True,False
r256_m8_high_vdd_hot__tid_stress_not_a_fit,256,8,high_vdd_hot,stress_not_a_fit,0.99,85.0,14.32,38.0,8.0,6.7326e-10,5.57142e-11,3.7787549999999995e-14,1.11052e-15,0.11856299999999997,0.5445519999999999,0.9899977694090001,True,True,1.62326e-09,616044256.6193955,True,True
r256_m8_low_vdd_cold__tid_central,256,8,low_vdd_cold,central,0.81,-40.0,14.32,38.0,8.0,4.95138e-10,4.04641e-11,3.1188250000000003e-14,7.29588e-16,0.16173499999999996,0.7587317,0.8099999874912001,True,True,1.445138e-09,691975437.6398655,True,False
r256_m8_low_vdd_cold__tid_conservative,256,8,low_vdd_cold,conservative,0.81,-40.0,14.32,38.0,8.0,4.94307e-10,4.03834e-11,3.11645e-14,7.27129e-16,0.162273,0.7598251,0.8099999874336,True,True,1.4443070000000002e-09,692373574.3162637,True,False
r256_m8_low_vdd_cold__tid_stress_not_a_fit,256,8,low_vdd_cold,stress_not_a_fit,0.81,-40.0,14.32,38.0,8.0,4.92358e-10,4.01727e-11,3.112665e-14,7.231005e-16,0.16356300000000001,0.7623962,0.8099999873349001,True,True,1.4423580000000002e-09,693309150.7101564,True,True
r256_m8_low_vdd_hot__tid_central,256,8,low_vdd_hot,central,0.81,85.0,14.32,38.0,8.0,1.14532e-09,1.04793e-10,1.3043599999999999e-14,6.91415e-16,0.049209999999999976,0.196295,0.8099988779880001,True,True,2.09532e-09,477254070.9772254,False,False
r256_m8_low_vdd_hot__tid_conservative,256,8,low_vdd_hot,conservative,0.81,85.0,14.32,38.0,8.0,1.14539e-09,1.05128e-10,1.29387e-14,6.89502e-16,0.04921500000000001,0.19614399999999999,0.809998879164,True,True,2.09539e-09,477238127.5084829,False,False
r256_m8_low_vdd_hot__tid_stress_not_a_fit,256,8,low_vdd_hot,stress_not_a_fit,0.81,85.0,14.32,38.0,8.0,1.13789e-09,1.05064e-10,1.28415e-14,6.86041e-16,0.049601000000000006,0.197866,0.80999888183,True,True,2.0878900000000003e-09,478952435.2336569,False,True
r256_m8_nominal__tid_central,256,8,nominal,central,0.9,27.0,14.32,38.0,8.0,6.00347e-10,4.99135e-11,3.528285e-14,9.04408e-16,0.12709499999999996,0.6142110000000001,0.8999999358009,True,True,1.550347e-09,645016889.7672585,True,False
r256_m8_nominal__tid_conservative,256,8,nominal,conservative,0.9,27.0,14.32,38.0,8.0,6.00572e-10,5.0005e-11,3.514465e-14,9.020635e-16,0.127031,0.613674,0.8999999355346,True,True,1.5505720000000002e-09,644923292.8235515,True,False
r256_m8_nominal__tid_stress_not_a_fit,256,8,nominal,stress_not_a_fit,0.9,27.0,14.32,38.0,8.0,5.98963e-10,4.99518e-11,3.49622e-14,8.97913e-16,0.12761099999999992,0.6162449999999999,0.8999999353336,True,True,1.5489630000000001e-09,645593213.0076703,True,True
