pvt_corner,tid_corner,condition_id,sample_id,seed,vdd_v,temperature_c,tid_dvn_v,tid_dvp_v,mobility_scale,cnode_ff,cbl_ff,cgbl_ff,dvth_nq_v,dvth_nqb_v,dvth_axq_v,dvth_axqb_v,dvth_pq_v,dvth_pqb_v,dvth_san_gbl_v,dvth_san_gblb_v,dvth_sap_gbl_v,dvth_sap_gblb_v,dvth_muxn_d_v,dvth_muxn_db_v,dvth_eq_v,dvth_eqg_v,dvth_muxp_d_v,dvth_muxp_db_v,dvth_pre_bl_v,dvth_pre_blb_v,dvth_pre_gbl_v,dvth_pre_gblb_v,w_nq_nm,w_nqb_nm,w_pq_nm,w_pqb_nm,w_axq_nm,w_axqb_nm,operation,stored_or_desired_bit,decision_margin_v,pre_sense_margin_v,operation_error,read_error_given_correct_state,read_error_given_wrong_state,read_disturb,rail_margin_over_vdd
high_vdd_cold,central,high_vdd_cold__tid_central,3,32382038,0.99,-40.0,0.0,0.0,1.0,0.33901610068259147,22.846945084835617,5.7993169959377555,0.001772303914302236,-0.00036134043581033116,0.007895963871017575,0.018723824305323426,-0.02295869303113875,0.012340334164511928,-0.006923311209975307,-0.001599127564135762,-0.010551857449325349,0.005104352370230986,0.0056579448841586515,-0.0004597621420890045,0.0011587854527569874,0.009508777333362231,0.006641844927828495,-0.0011091406568308824,-0.001076214219411497,0.0028974790430551347,-0.023367052931341736,-0.0011276885148036261,116.37303939876145,118.31086317862018,90.65071963841056,94.82748658395386,94.29703656872418,102.17709015035214,read,1,0.9899431123,0.46192,False,False,True,False,0.9999425376767677
high_vdd_cold,central,high_vdd_cold__tid_central,3,32382038,0.99,-40.0,0.0,0.0,1.0,0.33901610068259147,22.846945084835617,5.7993169959377555,0.001772303914302236,-0.00036134043581033116,0.007895963871017575,0.018723824305323426,-0.02295869303113875,0.012340334164511928,-0.006923311209975307,-0.001599127564135762,-0.010551857449325349,0.005104352370230986,0.0056579448841586515,-0.0004597621420890045,0.0011587854527569874,0.009508777333362231,0.006641844927828495,-0.0011091406568308824,-0.001076214219411497,0.0028974790430551347,-0.023367052931341736,-0.0011276885148036261,116.37303939876145,118.31086317862018,90.65071963841056,94.82748658395386,94.29703656872418,102.17709015035214,write,0,0.9899999513939,,False,,,,0.9999999509029293
high_vdd_cold,central,high_vdd_cold__tid_central,3,32382038,0.99,-40.0,0.0,0.0,1.0,0.33901610068259147,22.846945084835617,5.7993169959377555,0.001772303914302236,-0.00036134043581033116,0.007895963871017575,0.018723824305323426,-0.02295869303113875,0.012340334164511928,-0.006923311209975307,-0.001599127564135762,-0.010551857449325349,0.005104352370230986,0.0056579448841586515,-0.0004597621420890045,0.0011587854527569874,0.009508777333362231,0.006641844927828495,-0.0011091406568308824,-0.001076214219411497,0.0028974790430551347,-0.023367052931341736,-0.0011276885148036261,116.37303939876145,118.31086317862018,90.65071963841056,94.82748658395386,94.29703656872418,102.17709015035214,write,1,0.9899999546627,,False,,,,0.9999999542047474
high_vdd_cold,central,high_vdd_cold__tid_central,4,32382039,0.99,-40.0,0.0,0.0,1.0,0.33007715602264764,18.95297012880475,5.2099296226439265,-0.011029589720112438,0.009765541002350815,0.007772625119664765,-0.010918577709526082,0.0170741860002655,0.006609013635718937,-0.007017845623001605,0.004314133409705753,-0.00029728173076597414,0.008357993896236655,0.003136504853044085,0.00968511361118434,0.008887248020118352,0.004361080172185335,0.02964018943768447,0.003310485840285117,0.005756794199503114,-0.014960567538253032,0.00152580385664226,-0.007059240294244027,119.72856153057113,116.61418796872168,93.45527561237581,88.67653184083906,102.24448576378389,106.33474707400241,read,0,0.9899911197400001,0.5514859999999999,False,False,True,False,0.9999910300404041
high_vdd_cold,central,high_vdd_cold__tid_central,4,32382039,0.99,-40.0,0.0,0.0,1.0,0.33007715602264764,18.95297012880475,5.2099296226439265,-0.011029589720112438,0.009765541002350815,0.007772625119664765,-0.010918577709526082,0.0170741860002655,0.006609013635718937,-0.007017845623001605,0.004314133409705753,-0.00029728173076597414,0.008357993896236655,0.003136504853044085,0.00968511361118434,0.008887248020118352,0.004361080172185335,0.02964018943768447,0.003310485840285117,0.005756794199503114,-0.014960567538253032,0.00152580385664226,-0.007059240294244027,119.72856153057113,116.61418796872168,93.45527561237581,88.67653184083906,102.24448576378389,106.33474707400241,read,1,0.98999228837,0.57026,False,False,True,False,0.9999922104747475
high_vdd_cold,central,high_vdd_cold__tid_central,4,32382039,0.99,-40.0,0.0,0.0,1.0,0.33007715602264764,18.95297012880475,5.2099296226439265,-0.011029589720112438,0.009765541002350815,0.007772625119664765,-0.010918577709526082,0.0170741860002655,0.006609013635718937,-0.007017845623001605,0.004314133409705753,-0.00029728173076597414,0.008357993896236655,0.003136504853044085,0.00968511361118434,0.008887248020118352,0.004361080172185335,0.02964018943768447,0.003310485840285117,0.005756794199503114,-0.014960567538253032,0.00152580385664226,-0.007059240294244027,119.72856153057113,116.61418796872168,93.45527561237581,88.67653184083906,102.24448576378389,106.33474707400241,write,0,0.989999951201,,False,,,,0.9999999507080809
high_vdd_cold,central,high_vdd_cold__tid_central,4,32382039,0.99,-40.0,0.0,0.0,1.0,0.33007715602264764,18.95297012880475,5.2099296226439265,-0.011029589720112438,0.009765541002350815,0.007772625119664765,-0.010918577709526082,0.0170741860002655,0.006609013635718937,-0.007017845623001605,0.004314133409705753,-0.00029728173076597414,0.008357993896236655,0.003136504853044085,0.00968511361118434,0.008887248020118352,0.004361080172185335,0.02964018943768447,0.003310485840285117,0.005756794199503114,-0.014960567538253032,0.00152580385664226,-0.007059240294244027,119.72856153057113,116.61418796872168,93.45527561237581,88.67653184083906,102.24448576378389,106.33474707400241,write,1,0.9899999524424,,False,,,,0.9999999519620202
high_vdd_cold,central,high_vdd_cold__tid_central,5,32382040,0.99,-40.0,0.0,0.0,1.0,0.347140082073253,20.73441214931572,5.573362939367684,-0.009516384018611603,0.00945297438643281,-0.003142698699337111,0.011205507178040072,-0.003326820753443169,-0.005489564482318868,-0.01610669587554719,0.0064078890775789606,-0.012098845875875789,0.022104792564738924,-0.0010522704892138603,0.0014891169262668859,0.02865407072657303,-0.002358760236739225,0.00495809837183896,0.0011447047975178476,-6.982935554224584e-05,-0.012794302393915869,-0.00879689339769616,-0.007852466425393053,119.9704965946693,117.88025179500842,88.28106001171861,90.63921225149606,97.4577389327833,99.9874469359352,read,0,0.98998004345,0.5102089999999999,False,False,True,False,0.9999798418686869
high_vdd_cold,central,high_vdd_cold__tid_central,5,32382040,0.99,-40.0,0.0,0.0,1.0,0.347140082073253,20.73441214931572,5.573362939367684,-0.009516384018611603,0.00945297438643281,-0.003142698699337111,0.011205507178040072,-0.003326820753443169,-0.005489564482318868,-0.01610669587554719,0.0064078890775789606,-0.012098845875875789,0.022104792564738924,-0.0010522704892138603,0.0014891169262668859,0.02865407072657303,-0.002358760236739225,0.00495809837183896,0.0011447047975178476,-6.982935554224584e-05,-0.012794302393915869,-0.00879689339769616,-0.007852466425393053,119.9704965946693,117.88025179500842,88.28106001171861,90.63921225149606,97.4577389327833,99.9874469359352,read,1,0.9899759275,0.495709,False,False,True,False,0.9999756843434343
high_vdd_cold,central,high_vdd_cold__tid_central,5,32382040,0.99,-40.0,0.0,0.0,1.0,0.347140082073253,20.73441214931572,5.573362939367684,-0.009516384018611603,0.00945297438643281,-0.003142698699337111,0.011205507178040072,-0.003326820753443169,-0.005489564482318868,-0.01610669587554719,0.0064078890775789606,-0.012098845875875789,0.022104792564738924,-0.0010522704892138603,0.0014891169262668859,0.02865407072657303,-0.002358760236739225,0.00495809837183896,0.0011447047975178476,-6.982935554224584e-05,-0.012794302393915869,-0.00879689339769616,-0.007852466425393053,119.9704965946693,117.88025179500842,88.28106001171861,90.63921225149606,97.4577389327833,99.9874469359352,write,0,0.9899999521943,,False,,,,0.9999999517114142
high_vdd_cold,central,high_vdd_cold__tid_central,5,32382040,0.99,-40.0,0.0,0.0,1.0,0.347140082073253,20.73441214931572,5.573362939367684,-0.009516384018611603,0.00945297438643281,-0.003142698699337111,0.011205507178040072,-0.003326820753443169,-0.005489564482318868,-0.01610669587554719,0.0064078890775789606,-0.012098845875875789,0.022104792564738924,-0.0010522704892138603,0.0014891169262668859,0.02865407072657303,-0.002358760236739225,0.00495809837183896,0.0011447047975178476,-6.982935554224584e-05,-0.012794302393915869,-0.00879689339769616,-0.007852466425393053,119.9704965946693,117.88025179500842,88.28106001171861,90.63921225149606,97.4577389327833,99.9874469359352,write,1,0.9899999553472,,False,,,,0.9999999548961616
high_vdd_cold,central,high_vdd_cold__tid_central,6,32382041,0.99,-40.0,0.0,0.0,1.0,0.3439366123182794,16.67710525956736,5.276555156566358,-0.0008022136229484548,0.016059136083119777,0.0009050741340011773,0.014444338672257438,-0.010815465955683208,0.026443330680716765,0.010533586318452607,0.004442422829635245,-0.010653982901610248,0.009563176935051819,-0.0063732935112419,0.006840936424306943,0.0004919656945873048,0.0037369518065618664,0.017197579691075163,0.003020561765845302,0.0012248175562489497,-0.005830768763699654,-0.007514502378117023,-0.00037132361874658566,121.30481864127135,119.0027144106024,93.78742882213385,88.85507036142624,104.07015391089682,104.47835728979409,read,0,0.9899971617340001,0.605938,False,False,True,False,0.9999971330646465
